date,bc_active_addresses,bc_tx_count,bc_hash_rate,bc_fees_usd,bc_tx_volume_usd,bc_mempool_bytes,cm_mvrv,cm_active_addr,cm_stablecoin_cap,fear_greed,spx,dxy,vix,us10y
2020-09-13 00:00:00+00:00,,,,,,,,,,38.0,,,,
2020-09-14 00:00:00+00:00,726085.0,354020.0,151760264.11527425,806616.0581740414,1641329657.9907258,2239050.5,1.71735678,1016193.0,17241091687.110863,39.0,3383.54,115.6428,25.85,0.68
2020-09-15 00:00:00+00:00,718787.0,332957.0,134514779.55672038,831298.2620308343,1675152816.8943894,12872971.0,1.7348274,976024.0,17302917924.574776,47.0,3401.2,115.5908,25.59,0.68
2020-09-16 00:00:00+00:00,747111.0,342609.0,133652505.32879263,847678.0897720396,1875402238.1826138,8947235.5,1.76292263,1064243.0,17311813354.560658,43.0,3385.49,115.3537,26.04,0.69
2020-09-17 00:00:00+00:00,740029.0,348581.0,153484812.57112962,771947.4737474852,1728645381.2338386,1733051.0,1.75667708,1101957.0,17736699418.755283,48.0,3357.01,115.4392,26.46,0.69
2020-09-18 00:00:00+00:00,687638.0,325157.0,142275247.6080696,757383.619657055,1937356456.84136,12548125.5,1.75269523,974291.0,17808362548.706696,49.0,3319.47,115.2395,25.83,0.7
2020-09-19 00:00:00+00:00,624125.0,296357.0,128478859.9612265,523699.8649147499,1020812737.2328732,531004.5,1.77573693,892685.0,18059896643.951313,48.0,,,,
2020-09-20 00:00:00+00:00,535691.0,259095.0,135165071.8298032,359928.54842193995,845867147.6809912,974145.0,1.75066035,820833.0,18117990372.650883,52.0,,,,
2020-09-21 00:00:00+00:00,644695.0,297605.0,139219832.7594406,649684.1829644282,1618550493.708504,24832802.0,1.67690819,946997.0,18162513773.219707,48.0,3281.06,116.378,27.78,0.68
2020-09-22 00:00:00+00:00,678668.0,312989.0,123857644.31701957,776069.7873603869,1620744900.8434787,38996754.5,1.68568673,968239.0,18174690989.333168,39.0,3315.57,116.5438,26.86,0.68
2020-09-23 00:00:00+00:00,733591.0,349938.0,136339422.42648664,1002747.45536237,1930400508.768271,28567139.5,1.64062817,1013565.0,18213418917.48175,43.0,3236.92,117.2526,28.58,0.68
2020-09-24 00:00:00+00:00,684217.0,316552.0,131538738.5382301,870012.8368624152,2038281713.5185595,36630741.5,1.72053475,943668.0,18285989153.43872,39.0,3246.59,117.5473,28.51,0.67
