date,bc_active_addresses,bc_tx_count,bc_hash_rate,bc_fees_usd,bc_tx_volume_usd,bc_mempool_bytes,cm_mvrv,cm_active_addr,cm_stablecoin_cap,fear_greed,spx,dxy,vix,us10y
2021-07-20 00:00:00+00:00,571829.0,230509.0,82919538.43624988,541599.9859052661,2934190502.6489563,13489347.5,1.540648215719,822257.0,91310387831.12279,19.0,4323.06,113.7502,19.73,1.23
2021-07-21 00:00:00+00:00,571507.0,235680.0,98551910.4365265,451686.5339324978,3408086708.7529273,751154.0,1.661721371109,815589.0,91408247969.11917,10.0,4358.69,113.3926,17.91,1.3
2021-07-22 00:00:00+00:00,571344.0,230282.0,103989257.2192314,462651.58224141743,2584131350.756411,189993.5,1.670492594499,780869.0,91464821085.37018,21.0,4367.48,113.4695,17.69,1.27
2021-07-23 00:00:00+00:00,581850.0,231130.0,91755226.95814537,626145.7922654526,2519917919.132724,1825829.0,1.732406654257,803246.0,91556592461.26125,23.0,4411.79,113.4398,17.2,1.3
2021-07-24 00:00:00+00:00,497255.0,198091.0,104668925.56706952,434318.1405187592,1689884089.6329966,207020.0,1.769606297066,712132.0,91595010829.54088,22.0,,,,
2021-07-25 00:00:00+00:00,440908.0,174535.0,103989257.2192314,334180.79404612485,1824435371.4748766,212634.5,1.81848487747,641796.0,91638175485.19687,27.0,,,,
2021-07-26 00:00:00+00:00,644448.0,261950.0,101950252.17571706,700527.0059988148,8661331075.286484,7286934.0,1.93010945385,958347.0,91680880182.7324,26.0,4422.3,113.2238,17.58,1.29
2021-07-27 00:00:00+00:00,600692.0,255221.0,115543619.13247934,605648.3806176905,7345558779.508659,1012394.5,2.001791162085,903400.0,91757907756.9791,32.0,4401.46,113.2227,19.36,1.25
2021-07-28 00:00:00+00:00,605433.0,251223.0,106707930.61058386,619650.4724596755,6002881501.151431,728676.5,2.033833059073,868607.0,91838724563.65073,50.0,4400.64,113.1807,18.31,1.26
2021-07-29 00:00:00+00:00,620900.0,262612.0,108746935.65409821,602440.4757681953,8710173273.907516,383359.0,2.017407304464,880689.0,91776768537.16437,50.0,4419.15,112.4834,17.7,1.28
2021-07-30 00:00:00+00:00,629903.0,255417.0,112824945.7411269,576905.9281111764,3645326210.342276,307764.0,2.099162197424,841162.0,91873602293.38596,53.0,4395.26,112.6714,18.24,1.24
2021-07-31 00:00:00+00:00,532121.0,207348.0,112465862.12588961,467510.799921637,1924780316.6358085,166634.5,2.098153113059,720022.0,91995188869.73598,60.0,,,,
2021-08-01 00:00:00+00:00,474430.0,185157.0,110975800.79118258,402959.18126019154,1721720041.225241,548387.0,2.006838470091,695892.0,92014698475.83534,60.0,,,,
2021-08-02 00:00:00+00:00,583866.0,239277.0,103048957.87752669,533678.3025228591,3383600749.1596594,1611843.5,1.972933571383,899861.0,92021928525.60527,48.0,4387.16,112.6691,19.46,1.2
2021-08-03 00:00:00+00:00,593856.0,246198.0,121785132.03707698,492729.87890437024,3774291695.6785836,371061.5,1.922865034712,820918.0,92045783630.17625,48.0,4423.15,112.8228,18.04,1.19
2021-08-04 00:00:00+00:00,587149.0,239596.0,98004603.29610927,586176.42127036,4094514095.0958066,176202.0,1.995697932518,842870.0,92118296787.82907,42.0,4402.66,112.8953,17.97,1.19
2021-08-05 00:00:00+00:00,614597.0,246175.0,115299533.28954034,585774.341207098,3189301462.820454,959988.5,2.052274774394,854629.0,91238501486.15115,50.0,4429.1,112.7674,17.28,1.23
2021-08-06 00:00:00+00:00,636514.0,260810.0,114578911.20648071,589380.3074954066,4463338799.731509,223912.5,2.140827816615,894265.0,91174828284.73338,52.0,4436.52,113.3088,16.15,1.31
2021-08-07 00:00:00+00:00,529222.0,212229.0,120343887.87095772,451868.6970920752,2198372699.5776916,190453.0,2.222890074166,724467.0,91299525829.1703,69.0,,,,
2021-08-08 00:00:00+00:00,482998.0,191623.0,113858289.12342106,436279.8171292448,2863365745.2230344,144567.5,2.195821362505,740945.0,92344585962.08075,74.0,,,,
2021-08-09 00:00:00+00:00,611235.0,252660.0,109534556.62506332,610190.9085103582,6121383053.705138,2871476.5,2.303684409546,934412.0,92390880028.44856,65.0,4432.35,113.4521,16.72,1.33
2021-08-10 00:00:00+00:00,626461.0,260968.0,118902643.70483847,643651.1920907345,4488621499.916477,916469.5,2.261488524708,875882.0,92505967510.14874,71.0,4436.75,113.4973,16.79,1.36
2021-08-11 00:00:00+00:00,631031.0,262437.0,105931446.20976518,611796.6325731914,5806136771.043135,2173886.0,2.268172978331,866724.0,92474934900.46057,70.0,4447.7,113.282,16.06,1.35
2021-08-12 00:00:00+00:00,605994.0,250961.0,108813934.5420037,575801.78342867,3433253898.4565864,182009.5,2.20343699514,842547.0,92391185207.5748,70.0,4460.83,113.2691,15.59,1.36
2021-08-13 00:00:00+00:00,639596.0,260624.0,108175319.62792763,1087292.3553841454,3855116852.5439167,232765.0,2.362590119037,917929.0,92379542452.64142,70.0,4468.0,113.0615,15.45,1.29
2021-08-14 00:00:00+00:00,520081.0,209074.0,126820808.5468918,512896.285024436,3157295026.044922,500574.5,2.327809478249,724702.0,92406062440.90877,76.0,,,,
2021-08-15 00:00:00+00:00,474649.0,186239.0,140740165.58252627,451047.5714292612,2430142554.508242,265778.0,2.323985756424,750378.0,93415296504.78012,71.0,,,,
2021-08-16 00:00:00+00:00,628859.0,263529.0,124500915.70761941,764623.3042931516,4336625433.375353,12197941.0,2.268193061802,978773.0,93279680839.45877,72.0,4479.71,113.1698,16.12,1.26
2021-08-17 00:00:00+00:00,618951.0,257766.0,133007189.45161822,722533.1951044699,2915373923.378095,407495.5,2.204708913004,953226.0,93290771655.82324,72.0,4448.08,113.6174,17.91,1.26
2021-08-18 00:00:00+00:00,604474.0,247333.0,104395177.76725851,696294.749213735,4267113160.596617,5712180.5,2.213680687968,876483.0,93303943578.816,73.0,4400.27,113.6959,21.57,1.27
2021-08-19 00:00:00+00:00,613135.0,253447.0,119087832.41598378,583976.3727932619,3132624120.660245,363036.0,2.293129661764,888796.0,93167831363.29413,70.0,4405.8,114.1106,21.67,1.24
2021-08-20 00:00:00+00:00,676861.0,271837.0,123727618.0945286,753800.8117346275,5683508929.504638,6102829.0,2.414499299985,984372.0,93880428960.53423,70.0,4441.67,114.5009,18.56,1.26
2021-08-21 00:00:00+00:00,555440.0,219407.0,131460594.22543663,560978.406618123,4007697514.479291,589777.5,2.403261370099,787645.0,93854050034.38718,78.0,,,,
2021-08-22 00:00:00+00:00,474281.0,190631.0,126820808.5468918,567704.2170355871,1549564156.3142304,702800.0,2.414996575605,715639.0,93834429949.71335,76.0,,,,
2021-08-23 00:00:00+00:00,648964.0,270736.0,152339629.77888831,724341.615285643,5800342005.268154,533201.0,2.420040085444,973417.0,94760744650.22551,79.0,4479.53,113.9418,17.15,1.25
2021-08-24 00:00:00+00:00,637990.0,263984.0,119087832.41598378,736449.8968082938,4160097929.5734167,748621.5,2.33794635096,945668.0,94807461527.02597,79.0,4486.23,113.6795,17.22,1.29
2021-08-25 00:00:00+00:00,636566.0,263009.0,130687447.2547367,619543.254227655,6052791787.804584,480751.0,2.379019545564,867743.0,94841929740.63867,73.0,4496.19,113.6322,16.79,1.35
2021-08-26 00:00:00+00:00,625141.0,258590.0,127844614.11993943,553301.4691781066,5354725344.593736,359756.0,2.287786761638,818959.0,94772731278.3984,75.0,4470.0,113.7883,18.84,1.34
2021-08-27 00:00:00+00:00,619412.0,256813.0,127844614.11993943,569378.3269082,2921974573.376054,253780.0,2.375147501066,864176.0,94947077949.41745,71.0,4509.37,113.3404,16.39,1.31
2021-08-28 00:00:00+00:00,538074.0,218268.0,123466373.91035247,523564.6993283303,1828986483.5579357,782333.0,2.363961726236,726381.0,94929953586.71037,78.0,,,,
2021-08-29 00:00:00+00:00,474721.0,191650.0,136601094.53911337,428835.1490642131,1649218799.6469216,664349.5,2.367277866365,685753.0,94985353447.2194,72.0,,,,
2021-08-30 00:00:00+00:00,591561.0,250955.0,118212485.65884812,603044.8225856082,3839205627.542602,4519561.0,2.277961082403,910173.0,95059544471.97295,73.0,4528.79,113.246,16.19,1.29
2021-08-31 00:00:00+00:00,656399.0,271163.0,126093318.03610466,650089.1504215797,4079243403.9111404,6387231.5,2.280110865221,930055.0,95051373892.84793,73.0,4522.68,113.1076,16.48,1.3
2021-09-01 00:00:00+00:00,682571.0,280865.0,119963781.7426829,847285.3785490517,5449363613.813484,6835567.0,2.346384601556,954959.0,95098215560.62132,71.0,4524.09,112.8732,16.11,1.31
2021-09-02 00:00:00+00:00,714181.0,289900.0,130471558.24569161,992845.1381012617,6517047229.253141,3458151.0,2.375035051723,1026339.0,95236945396.53403,74.0,4536.95,112.7863,16.41,1.29
2021-09-03 00:00:00+00:00,686568.0,283991.0,129595910.20377423,922068.6088154034,4887254784.221797,1169240.0,2.395390356338,1008068.0,96376086833.03458,74.0,4535.43,112.5476,16.41,1.33
2021-09-04 00:00:00+00:00,574763.0,227732.0,135725446.49719596,600833.0571980047,2397543151.0204377,494328.5,2.395772281636,776022.0,96432845876.88309,72.0,,,,
2021-09-05 00:00:00+00:00,506792.0,205066.0,143606278.8744525,528277.0167002352,1996712056.7162685,175888.0,2.480946695916,735688.0,96642763196.4745,73.0,,,,
2021-09-06 00:00:00+00:00,627019.0,268877.0,150611463.20979166,897828.4224801812,4374020789.212579,193107.0,2.51931377876,968860.0,97744117505.90927,79.0,,,,
2021-09-07 00:00:00+00:00,662890.0,276624.0,133974150.41336119,1012393.2442165067,7058595281.0081625,2820988.0,2.245742480847,938525.0,100270419061.35187,79.0,4520.03,112.9795,18.14,1.38
2021-09-08 00:00:00+00:00,653910.0,270483.0,129910433.67934506,680689.8457502944,4580072991.3477335,1244603.0,2.213572688033,907794.0,100967979713.98883,47.0,4514.07,113.2319,17.96,1.35
2021-09-09 00:00:00+00:00,691292.0,274384.0,125412870.36132078,655889.1869755357,5369011441.333743,1737608.5,2.222094260363,937415.0,101303629019.97826,45.0,4493.28,113.043,18.8,1.3
2021-09-10 00:00:00+00:00,640477.0,261371.0,124497447.94992428,647406.7059638859,6739492372.85368,13688544.0,2.142454311237,906178.0,101728312888.80862,46.0,4458.58,112.9425,20.95,1.35
2021-09-11 00:00:00+00:00,552535.0,218445.0,135482516.8866823,491640.79201682215,1962148896.9097497,352424.0,2.157808262825,823454.0,101711203229.22661,31.0,,,,
2021-09-12 00:00:00+00:00,495873.0,192691.0,134567094.4752858,399167.7181541049,1526288179.0431836,419450.0,2.208217016174,705573.0,101738525009.88617,32.0,,,,
2021-09-13 00:00:00+00:00,609049.0,255970.0,145552163.4120438,684460.9594317911,4380249885.695589,227862.0,2.151863481078,908372.0,101724977711.936,44.0,4468.73,113.0341,19.37,1.33
2021-09-14 00:00:00+00:00,646621.0,268127.0,153790965.11461234,689971.4868344534,4477699681.242835,192421.5,2.245175277381,952892.0,101639713198.63617,30.0,4443.05,113.0061,19.46,1.28
2021-09-15 00:00:00+00:00,654103.0,268957.0,129989982.41830327,812826.5218986467,3796133575.7956142,14379690.0,2.293761212961,976201.0,101659114937.57709,49.0,4480.7,112.9773,18.18,1.31
2021-09-16 00:00:00+00:00,673139.0,271223.0,124497447.94992428,802737.9729330437,4153268623.6051164,9832095.0,2.273981867172,1021047.0,101655466403.5936,53.0,4473.75,113.3036,18.69,1.34
2021-09-17 00:00:00+00:00,652602.0,271040.0,134567094.4752858,719183.3582763366,3314093143.0119085,389399.0,2.244949537952,943981.0,101762026685.6196,48.0,4432.99,113.5989,20.81,1.37
2021-09-18 00:00:00+00:00,561878.0,227661.0,141890473.7664578,560600.5965040771,1874207408.5200129,411754.0,2.290426705637,819880.0,101868720348.72955,50.0,,,,
2021-09-19 00:00:00+00:00,501580.0,200516.0,146467585.8234403,393391.65004513063,1797162881.967694,1114777.5,2.242941684172,714326.0,101920650879.91058,53.0,,,,
2021-09-20 00:00:00+00:00,645684.0,270233.0,150129275.4690263,616446.9819186883,5693199638.620351,287891.0,2.040586287582,1014971.0,101985108999.38727,50.0,4357.73,113.9422,25.71,1.31
2021-09-21 00:00:00+00:00,596757.0,244568.0,113928907.44351819,627241.1811767757,3816937965.8233886,8591423.5,1.933233183973,844883.0,102227351082.4193,27.0,4354.19,113.8179,24.36,1.33
2021-09-22 00:00:00+00:00,645903.0,275235.0,126546633.84005067,594535.6534432083,3589501923.128757,955613.0,2.075944471859,888195.0,102620388751.3099,21.0,4395.64,113.6223,20.87,1.32
2021-09-23 00:00:00+00:00,642773.0,268689.0,155822347.6388684,607336.9066005489,3583461959.843438,2104201.0,2.135308888042,918846.0,102854713437.85716,27.0,4448.98,113.513,18.63,1.41
2021-09-24 00:00:00+00:00,679045.0,277565.0,139767923.94274256,693234.6850823488,4656807424.158868,240183.0,2.038939778388,958548.0,103199183898.17305,33.0,4455.48,113.7597,17.75,1.47
2021-09-25 00:00:00+00:00,536442.0,212575.0,135990412.4848306,364042.7042524049,1498517647.7164574,392065.0,2.035666539997,702530.0,103321164445.40955,28.0,,,,
2021-09-26 00:00:00+00:00,494512.0,195560.0,131268523.16244063,362745.7090269653,2604107988.964765,172934.5,2.040529522117,699993.0,103558113698.75,27.0,,,,
2021-09-27 00:00:00+00:00,613346.0,255873.0,146378568.99408844,552078.706935914,3527097521.66913,566807.5,2.010425564687,901586.0,103593773030.59523,26.0,4443.11,113.7432,18.76,1.48
2021-09-28 00:00:00+00:00,620834.0,262292.0,143545435.4006545,571108.558668003,3691508332.4979734,4088431.5,1.951689041262,935822.0,103515215691.99289,25.0,4352.63,114.2469,23.25,1.54
2021-09-29 00:00:00+00:00,589252.0,241991.0,122769122.38213871,472236.7979670709,3012885641.9155345,22767933.5,1.962665363543,830989.0,103740211791.78928,24.0,4359.46,114.7092,22.56,1.55
2021-09-30 00:00:00+00:00,706763.0,293074.0,161488614.82573634,638083.9978280262,4504376486.984763,200350.5,2.069864321133,1059608.0,103905634397.79785,20.0,4307.54,114.6403,23.14,1.52
2021-10-01 00:00:00+00:00,697433.0,277042.0,132212901.02691859,755216.7360033639,4232654754.3083906,16352715.5,2.26565626698,962201.0,104206522051.87846,27.0,4357.04,114.3798,21.15,1.48
2021-10-02 00:00:00+00:00,631501.0,259961.0,177543038.52186212,522838.44019357866,3853142042.5200534,1214016.0,2.248711046277,963528.0,104386696604.07532,54.0,,,,
2021-10-03 00:00:00+00:00,553275.0,218112.0,141656679.6716985,480293.799514592,1994398643.2795122,1010553.0,2.266397740964,808347.0,104494272763.42737,49.0,,,,
2021-10-04 00:00:00+00:00,650133.0,268955.0,147411968.39584854,660229.1505330522,4985789606.153524,590740.0,2.31284262096,1015651.0,104470211486.1573,54.0,4300.46,114.2739,22.96,1.49
2021-10-05 00:00:00+00:00,729159.0,312538.0,162177735.83152118,766280.3773332164,5416025038.27413,545646.0,2.411845063946,1037679.0,104582914680.58972,59.0,4345.72,114.3654,21.3,1.54
2021-10-06 00:00:00+00:00,657752.0,267749.0,129544410.9385932,961095.269037191,6336189181.684711,27309374.0,2.572944325306,914612.0,104545738287.75104,68.0,4363.55,114.7185,21.0,1.53
2021-10-07 00:00:00+00:00,784172.0,325875.0,139433297.2697835,1465935.5181733763,7063813953.370817,13468480.5,2.490026710036,1144142.0,104875872036.43713,76.0,4399.76,114.5044,19.54,1.58
2021-10-08 00:00:00+00:00,689788.0,280028.0,118666635.97428384,1126447.8160073743,6223589466.505166,15363560.5,2.492000787508,978503.0,105110814742.13513,74.0,4391.34,114.5986,18.77,1.61
2021-10-09 00:00:00+00:00,620238.0,246189.0,148333294.9678548,804229.6442341652,2464860372.5671453,3041660.0,2.538238578635,991926.0,105177051005.52144,72.0,,,,
2021-10-10 00:00:00+00:00,536877.0,211506.0,157233292.66592607,703621.2524282538,2347027649.361444,194851.0,2.520123658863,803826.0,105235984446.22032,71.0,,,,
2021-10-11 00:00:00+00:00,676676.0,280184.0,144377740.43537864,1178728.4231323951,5135609835.395792,6570951.5,2.631558646637,1009017.0,105341573631.90431,71.0,4361.19,,20.0,
2021-10-12 00:00:00+00:00,673664.0,274155.0,132511076.83795026,1080831.0958769154,6366837726.366944,9122314.0,2.574418652958,937369.0,105115154144.84714,78.0,4350.65,114.7542,19.85,1.59
2021-10-13 00:00:00+00:00,677323.0,288916.0,167122178.99711636,941607.2368537664,4979962944.730588,187734.5,2.620098281333,975651.0,105111830621.59132,70.0,4363.8,114.4705,18.64,1.56
2021-10-14 00:00:00+00:00,690594.0,282383.0,135477742.7373074,967257.8099765149,5891473872.459068,3994306.0,2.613922367304,1007101.0,105158908062.4831,70.0,4438.26,114.2053,16.86,1.52
2021-10-15 00:00:00+00:00,744869.0,297746.0,139433297.2697835,1232979.4923815802,8109890836.895517,12681228.0,2.783786506255,1017121.0,105057595900.7311,71.0,4471.37,114.0905,16.3,1.59
2021-10-16 00:00:00+00:00,674026.0,270052.0,131522188.20483124,962047.8452179555,4071153200.68119,1090938.5,2.755061819188,937355.0,105066891926.02057,78.0,,,,
2021-10-17 00:00:00+00:00,559522.0,215883.0,158222181.29904512,689819.9144213337,2583118319.7704897,357339.5,2.775039217832,823877.0,105114344027.71013,79.0,,,,
2021-10-18 00:00:00+00:00,693822.0,285368.0,146534419.32302314,978062.2909584112,6507541620.990585,5796819.5,2.778276503838,1003479.0,104959549139.3061,78.0,4486.46,113.9899,16.31,1.59
2021-10-19 00:00:00+00:00,743673.0,312018.0,154737198.72913387,941889.2969801712,7660166168.948563,566785.0,2.86843851115,1077371.0,104574140463.55986,75.0,4519.63,113.647,15.7,1.65
2021-10-20 00:00:00+00:00,713105.0,291813.0,148747371.68155453,1228067.6894583325,8272914781.251759,23644830.5,2.928317326688,977215.0,104726243300.05252,82.0,4536.19,113.5083,15.49,1.65
2021-10-21 00:00:00+00:00,765389.0,320743.0,147749067.17362463,1303056.3483971872,10401915938.665773,2258717.0,2.756592260011,1139133.0,104650328123.04097,84.0,4549.78,113.6188,15.01,1.68
2021-10-22 00:00:00+00:00,693316.0,287550.0,157732112.25292358,1014196.0134359605,6910857031.200808,169083.5,2.683021944048,957015.0,104647783463.82947,75.0,4544.9,113.67,15.43,1.66
2021-10-23 00:00:00+00:00,597144.0,223941.0,144754153.64983496,680881.5972299263,2756385871.7599506,377352.5,2.702488997272,826969.0,104754074845.10365,74.0,,,,
2021-10-24 00:00:00+00:00,554996.0,211220.0,152740589.71327412,544838.4785748839,3236266687.87158,472543.5,2.679080716831,737951.0,104755884478.98366,73.0,,,,
2021-10-25 00:00:00+00:00,704167.0,284680.0,181691420.4432411,880607.2745837299,5639331920.894306,1956201.5,2.761945352578,1079523.0,104867744833.67076,72.0,4566.48,113.605,15.24,1.64
2021-10-26 00:00:00+00:00,715943.0,294029.0,149745676.18948442,855518.596389572,4843465176.665527,3359715.5,2.643400963823,998333.0,104856041826.09714,76.0,4574.79,113.674,15.98,1.63
2021-10-27 00:00:00+00:00,715873.0,292114.0,156733807.7449937,745820.7030768984,6142467781.29035,683555.0,2.563731148388,944035.0,104959604713.97063,73.0,4551.68,113.6218,16.98,1.54
2021-10-28 00:00:00+00:00,749957.0,295558.0,152740589.71327412,784516.8960420062,6817487230.179183,1790658.0,2.64447556709,1055114.0,105074038011.91827,66.0,4596.42,113.4389,16.53,1.57
2021-10-29 00:00:00+00:00,758210.0,305733.0,170710070.85601225,977477.7814022825,9086217833.395288,902429.5,2.709231626512,1014855.0,105281477068.36674,70.0,4605.38,114.1349,16.26,1.55
2021-10-30 00:00:00+00:00,666759.0,252061.0,154737198.72913387,642443.2432570005,3024703684.481092,682592.5,2.6854484387,906672.0,105491571216.52167,73.0,,,,
2021-10-31 00:00:00+00:00,574308.0,217435.0,140175299.14944655,548792.6521585952,3075083985.1806726,2299656.0,2.660031269082,893617.0,105449804019.44293,74.0,,,,
2021-11-01 00:00:00+00:00,732119.0,293282.0,159350397.00608382,939209.3286449456,7239359626.762486,12413695.5,2.639313472843,1053426.0,105391148705.39651,74.0,4613.67,114.2067,16.41,1.58
2021-11-02 00:00:00+00:00,736296.0,297402.0,170117315.72271112,1100556.201966174,8525610065.692273,791007.5,2.705646798155,1035030.0,106574575972.68555,73.0,4630.65,114.2847,16.03,1.56
2021-11-03 00:00:00+00:00,724143.0,288746.0,173347391.33769932,1000518.8371807287,7935879531.750709,3002952.0,2.692667749587,1069212.0,106799697296.53523,76.0,4660.57,114.3593,15.1,1.6
2021-11-04 00:00:00+00:00,729141.0,289141.0,153966937.6477702,1011594.7569464233,4812348605.691654,672345.5,2.624435938698,998917.0,107770093802.54208,73.0,4680.06,114.3558,15.44,1.53
2021-11-05 00:00:00+00:00,721315.0,285946.0,166887240.1077229,1077046.9746556587,6435250914.315516,318823.5,2.601770640962,1037437.0,108178669660.5303,73.0,4697.53,114.0732,16.48,1.45
2021-11-06 00:00:00+00:00,623103.0,236233.0,165810548.2360602,656162.2677601856,2757510648.1908,1185443.0,2.617491647791,825483.0,109436878618.70914,71.0,,,,
2021-11-07 00:00:00+00:00,591980.0,226128.0,164733856.36439747,598976.7077503691,2452500859.5113378,215090.0,2.682304638596,826432.0,109501835577.25435,73.0,,,,
2021-11-08 00:00:00+00:00,707131.0,285806.0,145353402.67446837,1075477.0910903122,7868335326.849565,28703755.0,2.854649564891,1018796.0,111470987481.3828,75.0,4701.7,113.8256,17.22,1.51
2021-11-09 00:00:00+00:00,796734.0,335411.0,163657164.49273473,1573345.9351555482,8511741829.845534,13536279.0,2.82534877502,1195638.0,111778066515.6595,84.0,4685.25,113.762,17.78,1.46
2021-11-10 00:00:00+00:00,743397.0,301025.0,160427088.87774655,1234525.4362760144,6732821875.94763,9306174.0,2.721054645529,1022756.0,111614850894.69722,75.0,4646.71,114.1484,18.73,1.56
2021-11-11 00:00:00+00:00,724206.0,293665.0,170117315.72271112,1011019.5136367482,5229229610.491692,997365.5,2.723236415073,1037951.0,111647623556.19699,77.0,4649.27,,17.66,
2021-11-12 00:00:00+00:00,697196.0,282049.0,152890245.77610743,954324.9149534885,6291969519.770697,903584.0,2.650242500833,975353.0,111436741997.59247,74.0,4682.85,114.5144,16.29,1.58
2021-11-13 00:00:00+00:00,628022.0,238634.0,164733856.36439747,688595.1891287297,2739693247.9953685,1435449.0,2.661045965713,828248.0,111509427029.48347,72.0,,,,
2021-11-14 00:00:00+00:00,582647.0,224016.0,175094161.92837763,566488.6789599948,2187474680.9118695,149790.5,2.684880108371,806451.0,111511617744.30087,74.0,,,,
2021-11-15 00:00:00+00:00,708944.0,288435.0,170197841.36837798,829415.1072599987,5704920149.179018,2290579.0,2.626068388319,1083387.0,111680111890.116,72.0,4682.8,114.5876,16.49,1.63
2021-11-16 00:00:00+00:00,740829.0,301103.0,169070703.34607086,799225.6436486866,10498129183.520773,1683857.5,2.481173720882,1030573.0,112259772011.86101,71.0,4700.9,115.136,16.37,1.63
2021-11-17 00:00:00+00:00,708703.0,290390.0,167943565.3237637,806581.2940457492,7480898358.629728,1370234.5,2.470657927214,993545.0,112325839159.90758,52.0,4688.67,115.0263,17.11,1.6
2021-11-18 00:00:00+00:00,725020.0,293867.0,162307875.21222803,693401.1669025507,10213009488.771072,1181344.0,2.337640428663,990087.0,112583014156.6235,54.0,4704.54,115.0678,17.59,1.59
2021-11-19 00:00:00+00:00,713194.0,284719.0,154417909.05607805,757058.299599361,6049553192.98817,2571978.5,2.386216999692,976682.0,112981016717.44788,34.0,4697.96,115.2187,17.91,1.54
2021-11-20 00:00:00+00:00,634393.0,249652.0,163435013.23453516,759702.2200180126,2884513913.260687,239502.0,2.455017801074,848464.0,113254313373.3489,43.0,,,,
2021-11-21 00:00:00+00:00,586185.0,222949.0,148782218.94454235,549569.8137025137,2590670066.7854753,863859.0,2.424879879847,842004.0,113410883879.94786,49.0,,,,
2021-11-22 00:00:00+00:00,676350.0,279165.0,158926461.1453066,706967.1578943944,7023168183.001444,1593670.0,2.319018826324,947435.0,113649234705.98697,50.0,4682.94,115.6481,19.17,1.63
2021-11-23 00:00:00+00:00,700954.0,283401.0,148782218.94454235,702880.6214443682,6167254618.969019,5713479.0,2.368765838495,909010.0,114060549376.94708,33.0,4690.7,116.0118,19.38,1.67
2021-11-24 00:00:00+00:00,737069.0,298909.0,176960669.50222084,798035.5915525709,5700109165.167301,3862460.5,2.346842971087,1071921.0,114516676154.3547,42.0,4701.46,116.2711,18.58,1.64
2021-11-25 00:00:00+00:00,741152.0,287496.0,146527942.89992806,866947.0898695759,8960165966.469158,6493611.0,2.404923210419,973237.0,114753157185.29935,32.0,,,,
2021-11-26 00:00:00+00:00,742035.0,292645.0,148782218.94454235,809277.5229628414,11684205362.319239,2565324.0,2.198435955413,996141.0,116053924243.05112,47.0,4594.62,116.5103,28.62,1.48
2021-11-27 00:00:00+00:00,619406.0,240759.0,161180737.1899209,461068.8863713552,2469579561.408766,576888.5,2.23272965194,777970.0,116651274930.65656,21.0,,,,
2021-11-28 00:00:00+00:00,560812.0,213768.0,155225116.619112,401760.9536896841,1876057612.1335888,238245.0,2.336711996385,816560.0,116798227708.75122,27.0,,,,
2021-11-29 00:00:00+00:00,727580.0,301297.0,158774565.17985132,641326.4536468608,7530278019.9418335,628016.0,2.35943908323,993217.0,116849665595.68965,33.0,4655.27,116.581,22.96,1.52
2021-11-30 00:00:00+00:00,737531.0,293876.0,148781760.37832215,726361.5481283619,6028906432.161463,12618925.5,2.324578694477,977183.0,115905683743.32979,40.0,4567.0,116.2071,27.19,1.43
2021-12-01 00:00:00+00:00,727357.0,288422.0,152112695.31216523,1181129.1526048603,8653248451.14843,35107402.0,2.324286205718,1057704.0,116138022048.5176,34.0,4513.04,115.889,31.12,1.43
2021-12-02 00:00:00+00:00,781370.0,313261.0,172098304.91522342,1071589.4088630492,7681001473.682921,8212819.5,2.300196624281,1184757.0,116169748828.46268,32.0,4577.1,116.018,27.95,1.44
2021-12-03 00:00:00+00:00,738749.0,290139.0,186532356.29520994,746979.8404386541,5995006290.502215,1191287.5,2.184991514137,1010596.0,116617253096.12613,31.0,4538.43,116.2377,30.67,1.35
2021-12-04 00:00:00+00:00,697287.0,253674.0,172098304.91522342,850159.1807254945,7581447200.454808,5003915.5,2.009166960477,961294.0,118264169975.67218,25.0,,,,
2021-12-05 00:00:00+00:00,588178.0,215213.0,184311733.00598127,1073206.636199261,3421960961.3978696,696624.5,2.016818310956,978899.0,120692739466.94208,18.0,,,,
2021-12-06 00:00:00+00:00,701524.0,284467.0,190973602.87366727,634162.8924632785,7568392055.448132,1412430.5,2.067537537544,1078373.0,120648496131.05933,16.0,4591.67,116.1538,27.18,1.43
2021-12-07 00:00:00+00:00,725368.0,288343.0,170987993.2706091,580986.7060246454,6656838608.239965,424583.5,2.064377234197,983177.0,121684681617.49426,25.0,4686.75,115.8555,21.89,1.48
2021-12-08 00:00:00+00:00,660440.0,266110.0,186532356.29520994,520104.9056730722,6017762761.471306,39788228.5,2.06171865801,927369.0,121791869641.01593,28.0,4701.21,115.4418,19.9,1.52
2021-12-09 00:00:00+00:00,707394.0,282775.0,180980798.07213816,590586.1558632295,7507375135.427462,409519.0,1.960546627964,1123743.0,121755279463.12332,29.0,4667.45,115.7784,21.58,1.49
2021-12-10 00:00:00+00:00,716381.0,271375.0,173208616.55983782,558722.0268532245,4646748174.122106,266332.5,1.941373722658,930831.0,122068674306.73102,24.0,4712.02,115.5732,18.69,1.48
2021-12-11 00:00:00+00:00,599422.0,225733.0,176161777.07292455,383642.81089505035,,558888.5,2.016910635367,805461.0,122294924169.50804,16.0,,,,
2021-12-12 00:00:00+00:00,567489.0,214808.0,168385593.54016247,324338.5323917748,1275484167.4894624,505739.5,2.049751176277,725043.0,122400948327.34552,27.0,,,,
